STATION,DATE,EMXP,PRCP,TAVG,TMAX,TMIN,WDFG,WSFG
USW00093193,1950-01,0.75,3.02,42.7,52.0,33.3,,
USW00093193,1950-02,1.01,1.84,51.5,63.5,39.5,,
USW00093193,1950-03,1.54,1.84,53.3,66.3,40.4,,
USW00093193,1950-04,0.79,0.82,62.9,77.7,48.1,,
USW00093193,1950-05,0.03,0.05,68.4,84.6,52.2,,
USW00093193,1950-06,0.0,0.0,72.8,89.2,56.4,,
USW00093193,1950-07,0.01,0.02,82.4,99.5,65.3,,
USW00093193,1950-08,0.0,0.0,79.3,97.0,61.5,,
USW00093193,1950-09,0.13,0.13,72.2,87.2,57.2,,
USW00093193,1950-10,0.76,1.19,65.9,81.3,50.5,,
USW00093193,1950-11,0.79,1.86,58.1,68.9,47.4,,
USW00093193,1950-12,0.62,1.6,50.9,57.2,44.7,,
USW00093193,1951-01,0.79,1.94,45.5,53.7,37.4,,
USW00093193,1951-02,0.64,1.6,49.9,61.7,38.1,,
USW00093193,1951-03,0.19,0.31,53.6,67.8,39.3,,
USW00093193,1951-04,0.94,1.58,61.0,74.9,47.1,,
USW00093193,1951-05,0.02,0.02,68.3,83.4,53.2,,
USW00093193,1951-06,0.06,0.06,74.2,91.1,57.2,,
USW00093193,1951-07,0.0,0.0,79.1,97.2,61.1,,
USW00093193,1951-08,0.0,0.0,77.9,95.8,60.0,,
USW00093193,1951-09,0.0,0.0,75.0,92.6,57.4,,
USW00093193,1951-10,0.33,0.33,63.1,79.7,46.5,,
USW00093193,1951-11,0.56,1.03,55.5,69.1,41.9,,
USW00093193,1951-12,0.75,2.82,44.8,54.4,35.1,,
USW00093193,1952-01,1.74,3.59,45.2,54.4,36.0,,
USW00093193,1952-02,0.27,0.54,49.9,61.4,38.3,,
USW00093193,1952-03,0.92,3.57,50.1,60.3,39.9,,
USW00093193,1952-04,0.93,2.07,60.9,73.7,48.1,,
USW00093193,1952-05,0.0,0.0,69.6,85.8,53.4,,
USW00093193,1952-06,0.01,0.01,69.0,83.7,54.3,,
USW00093193,1952-07,0.0,0.0,81.6,97.8,65.4,,
USW00093193,1952-08,0.0,0.0,79.1,96.8,61.4,,
USW00093193,1952-09,0.07,0.09,75.5,91.9,59.1,,
USW00093193,1952-10,0.02,0.02,68.2,84.3,52.1,,
USW00093193,1952-11,1.04,1.61,52.6,66.0,39.2,,
USW00093193,1952-12,1.1,4.06,46.9,54.8,38.9,,
USW00093193,1953-01,0.5,1.49,50.5,59.7,41.3,,
USW00093193,1953-02,0.06,0.09,48.4,62.0,34.8,,
USW00093193,1953-03,0.28,0.59,53.2,67.1,39.4,,
USW00093193,1953-04,0.94,0.96,59.3,72.7,46.0,,
USW00093193,1953-05,0.29,0.48,61.7,74.8,48.6,,
USW00093193,1953-06,0.31,0.32,69.3,83.5,55.1,,
USW00093193,1953-07,0.0,0.0,82.5,99.9,65.1,,
USW00093193,1953-08,0.0,0.0,75.5,91.0,60.0,,
USW00093193,1953-09,0.0,0.0,75.5,91.3,59.6,,
USW00093193,1953-10,0.18,0.18,63.3,79.6,47.0,,
USW00093193,1953-11,1.35,1.51,54.3,65.2,43.5,,
USW00093193,1953-12,0.27,0.51,45.7,57.6,33.8,,
USW00093193,1954-01,1.15,1.8,46.7,57.9,35.5,,
USW00093193,1954-02,0.41,1.13,49.6,59.5,39.7,,
USW00093193,1954-03,0.59,2.9,51.7,63.0,40.5,,
USW00093193,1954-04,0.44,0.48,63.9,77.5,50.3,,
USW00093193,1954-05,0.09,0.09,69.7,85.5,53.8,,
USW00093193,1954-06,0.15,0.29,71.7,86.6,56.8,,
USW00093193,1954-07,0.0,0.0,81.4,98.1,64.6,,
USW00093193,1954-08,0.0,0.0,74.5,90.6,58.4,,
USW00093193,1954-09,0.0,0.0,71.2,87.7,54.7,,
USW00093193,1954-10,0.0,0.0,63.6,79.9,47.4,,
USW00093193,1954-11,0.91,1.32,52.4,61.9,42.9,,
USW00093193,1954-12,0.92,1.83,43.7,51.0,36.5,,
USW00093193,1955-01,0.89,3.51,41.6,49.2,34.0,,
USW00093193,1955-02,0.93,1.46,47.0,59.7,34.4,,
USW00093193,1955-03,0.07,0.07,53.9,67.9,39.8,,
USW00093193,1955-04,0.51,1.48,54.8,68.1,41.5,,
USW00093193,1955-05,0.5,0.63,65.6,79.3,51.9,,
USW00093193,1955-06,0.0,0.0,72.2,87.8,56.7,,
USW00093193,1955-07,0.0,0.0,76.2,92.5,59.9,,
USW00093193,1955-08,0.0,0.0,80.1,97.8,62.4,,
USW00093193,1955-09,0.0,0.0,74.6,91.7,57.5,,
USW00093193,1955-10,0.0,0.0,64.9,81.2,48.7,,
USW00093193,1955-11,0.94,1.34,50.5,63.4,37.6,,
USW00093193,1955-12,1.72,6.73,50.1,56.4,43.7,,
USW00093193,1956-01,0.74,2.41,48.1,55.2,41.1,,
USW00093193,1956-02,0.51,0.65,45.4,57.1,33.8,,
USW00093193,1956-03,0.06,0.08,53.8,67.9,39.6,,
USW00093193,1956-04,0.4,1.39,59.6,71.9,47.3,,
USW00093193,1956-05,0.28,0.81,66.8,80.3,53.3,,
USW00093193,1956-06,0.0,0.0,74.3,90.5,58.1,,
USW00093193,1956-07,0.0,0.0,79.7,95.8,63.7,,
USW00093193,1956-08,0.0,0.0,76.0,92.6,59.3,,
USW00093193,1956-09,0.0,0.0,74.4,90.7,58.1,,
USW00093193,1956-10,0.48,1.0,61.4,74.3,48.6,,
USW00093193,1956-11,0.0,0.0,53.2,69.4,36.9,,
USW00093193,1956-12,0.27,0.31,44.5,56.1,32.9,,
USW00093193,1957-01,0.64,1.76,42.5,51.5,33.5,,
USW00093193,1957-02,0.44,1.51,53.3,61.0,45.6,,
USW00093193,1957-03,0.23,0.54,54.9,66.3,43.5,,
USW00093193,1957-04,0.47,1.38,60.5,73.6,47.4,,
USW00093193,1957-05,0.86,1.56,65.1,77.1,53.0,,
USW00093193,1957-06,0.16,0.16,77.1,93.1,61.0,,
USW00093193,1957-07,0.0,0.0,80.2,96.9,63.6,,
USW00093193,1957-08,0.0,0.0,76.4,93.8,59.1,,
USW00093193,1957-09,0.19,0.19,74.1,89.7,58.6,,
USW00093193,1957-10,0.35,0.43,62.5,74.7,50.4,,
USW00093193,1957-11,0.7,1.02,51.9,63.6,40.2,,
USW00093193,1957-12,0.76,1.9,45.2,53.2,37.3,,
USW00093193,1958-01,0.92,2.04,46.4,54.9,37.9,,
USW00093193,1958-02,1.11,4.11,53.7,62.9,44.5,,
USW00093193,1958-03,1.43,5.8,51.8,61.4,42.2,,
USW00093193,1958-04,0.89,2.71,59.1,71.6,46.6,,
USW00093193,1958-05,0.64,0.79,69.9,84.4,55.4,,
USW00093193,1958-06,0.02,0.02,72.7,87.1,58.3,,
USW00093193,1958-07,0.02,0.02,79.5,95.1,63.9,,
USW00093193,1958-08,0.01,0.01,83.2,98.9,67.6,,
USW00093193,1958-09,0.24,0.46,75.0,90.7,59.3,,
USW00093193,1958-10,0.0,0.0,69.2,84.8,53.5,,
USW00093193,1958-11,0.15,0.21,54.4,68.5,40.2,,
USW00093193,1958-12,0.19,0.32,49.5,63.4,35.7,,
USW00093193,1959-01,0.39,1.47,49.0,57.8,40.1,,
USW00093193,1959-02,1.43,3.66,49.6,60.5,38.7,,
USW00093193,1959-03,0.08,0.09,57.7,71.9,43.5,,
USW00093193,1959-04,0.37,0.54,65.6,81.0,50.1,,
USW00093193,1959-05,0.09,0.09,64.9,79.0,50.8,,
USW00093193,1959-06,0.0,0.0,76.4,93.0,59.7,,
USW00093193,1959-07,0.0,0.0,83.2,100.2,66.1,,
USW00093193,1959-08,0.01,0.01,77.8,94.2,61.4,,
USW00093193,1959-09,0.63,0.92,71.9,86.0,57.7,,
USW00093193,1959-10,0.0,0.0,66.5,81.8,51.2,,
USW00093193,1959-11,0.0,0.0,55.0,71.8,38.1,,
USW00093193,1959-12,0.14,0.43,46.3,59.7,33.0,,
USW00093193,1960-01,0.72,2.09,46.9,57.5,36.3,,
USW00093193,1960-02,1.0,2.37,49.5,59.4,39.6,,
USW00093193,1960-03,0.46,0.67,56.7,69.7,43.8,,
USW00093193,1960-04,0.78,1.5,60.1,73.5,46.7,,
USW00093193,1960-05,0.02,0.02,66.1,81.2,51.0,,
USW00093193,1960-06,0.0,0.0,80.0,97.3,62.6,,
USW00093193,1960-07,0.0,0.0,82.8,99.2,66.4,,
USW00093193,1960-08,0.0,0.0,78.5,96.3,60.7,,
USW00093193,1960-09,0.02,0.02,75.1,92.3,58.0,,
USW00093193,1960-10,0.09,0.09,63.0,78.3,47.7,,
USW00093193,1960-11,0.71,2.75,51.6,61.8,41.4,,
USW00093193,1960-12,0.05,0.07,43.6,52.1,35.2,,
USW00093193,1961-01,0.84,1.52,42.3,50.3,34.4,,
USW00093193,1961-02,0.24,0.4,51.5,63.0,40.0,,
USW00093193,1961-03,0.39,1.04,53.4,65.7,41.1,,
USW00093193,1961-04,0.45,0.57,61.4,76.2,46.6,,
USW00093193,1961-05,0.15,0.4,63.9,77.3,50.5,,
USW00093193,1961-06,0.01,0.01,78.8,95.0,62.6,,
USW00093193,1961-07,0.0,0.0,82.5,99.6,65.4,,
USW00093193,1961-08,0.1,0.1,81.0,96.3,65.8,,
USW00093193,1961-09,0.0,0.0,72.4,89.1,55.7,,
USW00093193,1961-10,0.0,0.0,64.3,80.9,47.7,,
USW00093193,1961-11,0.91,1.6,51.9,65.7,38.1,,
USW00093193,1961-12,0.74,1.32,43.7,50.1,37.3,,
USW00093193,1962-01,0.62,1.12,41.4,50.3,32.5,,
USW00093193,1962-02,1.54,5.97,48.3,55.2,41.3,,
USW00093193,1962-03,0.52,1.04,52.1,64.2,40.0,,
USW00093193,1962-04,0.02,0.02,64.8,80.4,49.1,,
USW00093193,1962-05,0.11,0.2,65.0,79.1,50.8,,
USW00093193,1962-06,0.0,0.0,75.9,92.9,58.8,,
USW00093193,1962-07,0.0,0.0,80.9,98.8,63.0,,
USW00093193,1962-08,0.0,0.0,78.8,96.1,61.6,,
USW00093193,1962-09,0.0,0.0,74.7,91.7,57.7,,
USW00093193,1962-10,0.39,0.73,63.9,77.1,50.8,,
USW00093193,1962-11,0.03,0.03,55.1,68.4,41.9,,
USW00093193,1962-12,0.27,0.48,47.4,58.5,36.2,,
USW00093193,1963-01,0.96,2.16,42.2,54.7,29.7,,
USW00093193,1963-02,1.12,2.01,56.4,66.4,46.3,,
USW00093193,1963-03,0.92,2.1,53.3,65.3,41.2,,
USW00093193,1963-04,0.85,3.67,55.9,66.8,45.0,,
USW00093193,1963-05,0.17,0.39,67.6,81.1,54.1,,
USW00093193,1963-06,0.03,0.03,73.2,88.0,58.4,,
USW00093193,1963-07,0.0,0.0,78.5,95.9,61.1,,
USW00093193,1963-08,0.01,0.01,78.2,95.1,61.3,,
USW00093193,1963-09,0.15,0.15,76.5,91.3,61.8,,
USW00093193,1963-10,0.5,0.95,65.4,77.5,53.3,,
USW00093193,1963-11,0.63,2.54,52.1,60.8,43.3,,
USW00093193,1963-12,0.22,0.27,40.0,45.0,35.0,,
USW00093193,1964-01,0.37,0.67,43.8,53.0,34.6,,
USW00093193,1964-02,0.0,0.0,47.4,62.1,32.6,,
USW00093193,1964-03,0.32,1.27,51.3,64.7,37.9,,
USW00093193,1964-04,0.29,0.5,58.8,73.8,43.8,,
USW00093193,1964-05,0.19,0.35,64.9,80.2,49.7,,
USW00093193,1964-06,0.06,0.06,73.3,89.9,56.7,,
USW00093193,1964-07,0.0,0.0,80.9,98.9,63.0,,
USW00093193,1964-08,0.25,0.25,78.9,96.6,61.2,,
USW00093193,1964-09,0.0,0.0,71.0,88.6,53.4,,
USW00093193,1964-10,0.87,1.23,68.2,84.3,52.2,,
USW00093193,1964-11,0.49,1.49,51.2,61.7,40.6,,
USW00093193,1964-12,0.53,2.63,48.9,56.5,41.3,,
USW00093193,1965-01,0.23,1.05,46.3,53.3,39.3,,
USW00093193,1965-02,0.24,0.43,49.5,61.8,37.2,,
USW00093193,1965-03,1.55,2.39,55.5,68.1,42.9,,
USW00093193,1965-04,0.5,1.75,60.8,72.0,49.5,,
USW00093193,1965-05,0.0,0.0,67.4,84.5,50.4,,
USW00093193,1965-06,0.0,0.0,71.4,87.3,55.5,,
USW00093193,1965-07,0.0,0.0,78.8,96.3,61.4,,
USW00093193,1965-08,0.02,0.02,78.8,95.3,62.3,,
USW00093193,1965-09,0.0,0.0,68.6,84.8,52.3,,
USW00093193,1965-10,0.3,0.3,65.7,83.4,48.1,,
USW00093193,1965-11,0.57,2.7,54.7,64.9,44.5,,
USW00093193,1965-12,0.55,1.73,42.0,48.7,35.2,,
USW00093193,1966-01,0.52,0.53,43.4,54.4,32.3,,
USW00093193,1966-02,0.12,0.54,47.2,59.1,35.2,,
USW00093193,1966-03,0.01,0.01,56.3,70.4,42.2,,
USW00093193,1966-04,0.09,0.15,65.5,82.2,48.8,,
USW00093193,1966-05,0.1,0.1,70.9,87.4,54.4,,
USW00093193,1966-06,0.07,0.07,76.3,93.2,59.4,,
USW00093193,1966-07,0.03,0.03,78.2,96.1,60.3,,
USW00093193,1966-08,0.0,0.0,80.9,99.5,62.4,,
USW00093193,1966-09,0.02,0.03,72.8,89.2,56.4,,
USW00093193,1966-10,0.0,0.0,64.8,80.9,48.6,,
USW00093193,1966-11,0.42,1.57,56.9,67.9,45.8,,
USW00093193,1966-12,0.99,3.04,45.2,50.4,40.0,,
USW00093193,1967-01,0.86,2.2,46.0,55.3,36.8,,
USW00093193,1967-02,0.22,0.22,48.9,58.3,39.5,,
USW00093193,1967-03,0.72,3.15,54.4,65.3,43.5,,
USW00093193,1967-04,1.22,4.41,52.6,61.7,43.4,,
USW00093193,1967-05,0.17,0.19,68.7,84.4,53.1,,
USW00093193,1967-06,0.13,0.14,74.2,90.1,58.4,,
USW00093193,1967-07,0.0,0.0,83.8,101.4,66.2,,
USW00093193,1967-08,0.0,0.0,83.6,101.1,66.0,,
USW00093193,1967-09,0.0,0.0,77.4,93.1,61.6,,
USW00093193,1967-10,0.07,0.07,65.9,83.3,48.6,,
USW00093193,1967-11,0.62,1.55,56.8,67.9,45.6,,
USW00093193,1967-12,0.43,1.04,42.6,52.8,32.3,,
USW00093193,1968-01,0.41,1.05,44.8,54.4,35.1,,
USW00093193,1968-02,0.55,1.1,55.8,64.5,47.2,,
USW00093193,1968-03,0.7,1.49,55.8,68.5,43.1,,
USW00093193,1968-04,0.7,0.7,61.5,77.5,45.4,,
USW00093193,1968-05,0.16,0.24,68.1,84.3,51.8,,
USW00093193,1968-06,0.0,0.0,77.9,96.0,59.9,,
USW00093193,1968-07,0.0,0.0,82.4,100.2,64.5,,
USW00093193,1968-08,0.0,0.0,77.2,94.6,59.8,,
USW00093193,1968-09,0.0,0.0,73.7,91.9,55.4,,
USW00093193,1968-10,0.88,1.54,63.3,77.2,49.4,,
USW00093193,1968-11,0.96,1.94,51.9,60.4,43.3,,
USW00093193,1968-12,0.84,2.43,43.3,51.9,34.7,,
USW00093193,1969-01,2.21,8.56,44.8,49.7,39.8,,
USW00093193,1969-02,1.83,5.61,47.5,55.7,39.3,,
USW00093193,1969-03,0.52,1.16,53.0,65.8,40.3,,
USW00093193,1969-04,1.21,1.64,59.6,73.5,45.8,,
USW00093193,1969-05,0.05,0.06,70.4,86.6,54.2,,
USW00093193,1969-06,0.04,0.04,72.8,86.9,58.8,,
USW00093193,1969-07,0.04,0.04,80.9,97.9,63.9,,
USW00093193,1969-08,0.0,0.0,79.6,97.9,61.4,,
USW00093193,1969-09,0.04,0.04,75.7,92.7,58.7,,
USW00093193,1969-10,0.06,0.06,59.6,75.2,44.1,,
USW00093193,1969-11,0.49,0.8,53.1,68.3,37.9,90.0,19.5
USW00093193,1969-12,0.45,1.14,46.2,57.9,34.5,315.0,36.7
USW00093193,1970-01,1.22,3.83,49.1,58.6,39.5,180.0,32.2
USW00093193,1970-02,0.59,1.28,52.6,64.5,40.8,315.0,41.4
USW00093193,1970-03,1.05,1.65,55.3,68.8,41.8,315.0,35.6
USW00093193,1970-04,0.1,0.21,57.0,72.4,41.6,315.0,39.1
USW00093193,1970-05,0.0,0.0,70.8,87.8,53.8,315.0,34.4
USW00093193,1970-06,0.05,0.08,76.5,92.5,60.5,315.0,34.4
USW00093193,1970-07,0.0,0.0,83.2,100.3,66.2,315.0,23.0
USW00093193,1970-08,0.0,0.0,79.8,97.6,62.1,315.0,20.8
USW00093193,1970-09,0.0,0.0,72.9,91.8,54.1,315.0,30.0
USW00093193,1970-10,0.01,0.01,63.4,79.7,47.1,315.0,31.1
USW00093193,1970-11,0.97,2.3,55.4,68.5,42.3,135.0,34.4
USW00093193,1970-12,0.89,2.51,46.3,54.0,38.6,270.0,30.0
USW00093193,1971-01,0.23,0.4,45.6,54.9,36.4,315.0,34.4
USW00093193,1971-02,0.12,0.29,47.6,59.1,36.1,315.0,49.4
USW00093193,1971-03,0.44,0.58,54.3,68.2,40.5,315.0,40.3
USW00093193,1971-04,0.93,1.04,59.0,73.0,45.1,315.0,41.4
USW00093193,1971-05,0.63,1.4,64.2,77.1,51.2,315.0,36.7
USW00093193,1971-06,0.0,0.0,74.4,91.6,57.2,315.0,35.6
USW00093193,1971-07,0.0,0.0,81.9,99.7,64.1,315.0,27.5
USW00093193,1971-08,0.0,0.0,81.1,98.3,63.8,315.0,30.0
USW00093193,1971-09,0.04,0.04,73.4,90.6,56.1,315.0,28.9
USW00093193,1971-10,0.03,0.03,60.9,77.5,44.2,315.0,30.0
USW00093193,1971-11,0.33,0.65,50.6,64.5,36.8,270.0,30.0
USW00093193,1971-12,0.63,2.57,42.9,51.5,34.3,315.0,38.0
USW00093193,1972-01,0.18,0.37,40.6,46.9,34.2,315.0,33.3
USW00093193,1972-02,0.57,0.67,52.4,64.7,40.2,315.0,31.1
USW00093193,1972-03,0.0,0.0,60.7,76.2,45.2,315.0,31.1
USW00093193,1972-04,0.24,0.27,61.0,75.9,46.2,315.0,34.4
USW00093193,1972-05,0.15,0.15,69.9,86.0,53.8,315.0,34.4
USW00093193,1972-06,0.6,0.6,77.5,93.6,61.4,270.0,39.1
USW00093193,1972-07,0.0,0.0,81.5,98.7,64.2,315.0,25.3
USW00093193,1972-08,0.0,0.0,79.7,95.7,63.8,315.0,26.4
USW00093193,1972-09,0.28,0.29,71.7,86.5,57.0,315.0,25.3
USW00093193,1972-10,0.18,0.22,62.6,74.9,50.3,315.0,30.0
USW00093193,1972-11,0.88,3.5,50.1,56.9,43.4,135.0,34.4
USW00093193,1972-12,0.42,1.41,40.9,47.6,34.2,315.0,32.2
USW00093193,1973-01,0.52,1.91,45.0,53.9,36.2,315.0,40.3
USW00093193,1973-02,1.11,3.69,51.9,60.8,43.0,225.0,32.2
USW00093193,1973-03,0.83,2.85,50.4,59.4,41.3,315.0,42.5
USW00093193,1973-04,0.09,0.09,61.1,75.6,46.7,315.0,48.3
USW00093193,1973-05,0.0,0.0,72.9,88.9,56.9,315.0,27.5
USW00093193,1973-06,0.0,0.0,78.6,95.2,61.9,315.0,31.1
USW00093193,1973-07,0.0,0.0,80.4,97.3,63.4,315.0,25.3
USW00093193,1973-08,0.0,0.0,78.4,94.7,62.2,315.0,23.0
USW00093193,1973-09,0.0,0.0,72.0,88.3,55.7,315.0,25.3
USW00093193,1973-10,0.67,1.02,63.2,77.9,48.6,180.0,36.7
USW00093193,1973-11,0.36,1.39,52.9,63.2,42.6,225.0,30.0
USW00093193,1973-12,0.71,1.74,47.2,53.9,40.5,180.0,31.1
USW00093193,1974-01,0.77,2.82,47.9,56.0,39.8,90.0,35.6
USW00093193,1974-02,0.14,0.25,49.1,61.6,36.6,90.0,35.6
USW00093193,1974-03,0.68,2.56,56.3,66.4,46.2,315.0,26.4
USW00093193,1974-04,0.35,0.64,60.0,73.9,46.1,270.0,31.1
USW00093193,1974-05,0.0,0.0,69.4,86.1,52.8,315.0,27.5
USW00093193,1974-06,0.0,0.0,77.6,94.3,60.9,315.0,26.4
USW00093193,1974-07,0.0,0.0,81.2,97.2,65.3,315.0,28.9
USW00093193,1974-08,0.0,0.0,79.3,96.2,62.4,315.0,20.8
USW00093193,1974-09,0.0,0.0,77.5,94.8,60.1,45.0,18.3
USW00093193,1974-10,0.99,1.44,66.0,79.2,52.8,360.0,23.0
USW00093193,1974-11,0.33,0.34,53.1,65.0,41.3,315.0,33.3
USW00093193,1974-12,0.85,1.26,44.5,52.2,36.8,135.0,36.7
USW00093193,1975-01,0.6,0.69,43.4,52.4,34.4,315.0,34.4
USW00093193,1975-02,0.26,0.97,49.8,60.1,39.6,315.0,32.2
USW00093193,1975-03,0.43,2.44,51.5,61.8,41.1,180.0,38.0
USW00093193,1975-04,0.3,0.55,53.9,66.6,41.2,315.0,39.1
USW00093193,1975-05,0.0,0.0,68.4,85.1,51.7,315.0,35.6
USW00093193,1975-06,0.0,0.0,74.7,91.1,58.3,315.0,26.4
USW00093193,1975-07,0.0,0.0,78.1,94.4,61.8,315.0,23.0
USW00093193,1975-08,0.05,0.05,75.8,92.5,59.1,315.0,25.3
USW00093193,1975-09,0.22,0.22,75.8,91.6,59.9,360.0,21.9
USW00093193,1975-10,0.73,1.07,61.4,74.9,47.9,315.0,36.7
USW00093193,1975-11,0.09,0.2,49.5,62.0,37.0,315.0,23.0
USW00093193,1975-12,0.1,0.14,43.9,55.1,32.6,315.0,25.3
USW00093193,1976-01,0.04,0.04,44.2,57.7,30.8,315.0,15.0
USW00093193,1976-02,1.5,4.73,49.5,59.9,39.2,225.0,47.2
USW00093193,1976-03,0.34,0.44,52.4,65.1,39.7,315.0,34.4
USW00093193,1976-04,0.3,0.93,57.2,70.3,44.0,315.0,35.6
USW00093193,1976-05,0.0,0.0,69.7,85.9,53.5,315.0,33.3
USW00093193,1976-06,0.37,0.37,72.9,89.7,56.1,315.0,33.3
USW00093193,1976-07,0.01,0.01,79.4,95.6,63.2,270.0,28.9
USW00093193,1976-08,0.2,0.21,72.6,86.9,58.4,315.0,30.0
USW00093193,1976-09,0.48,1.19,72.2,85.2,59.1,360.0,32.2
USW00093193,1976-10,1.46,1.55,65.1,79.1,51.1,45.0,50.6
USW00093193,1976-11,0.62,0.87,53.3,63.4,43.3,315.0,19.5
USW00093193,1976-12,0.47,0.71,46.5,61.0,31.9,90.0,19.5
USW00093193,1977-01,0.53,0.69,44.3,49.5,39.1,270.0,35.6
USW00093193,1977-02,0.07,0.09,53.5,66.8,40.2,315.0,35.6
USW00093193,1977-03,0.52,1.04,52.4,65.2,39.5,315.0,40.3
USW00093193,1977-04,0.04,0.04,65.4,81.5,49.4,315.0,34.4
USW00093193,1977-05,0.45,1.16,63.6,75.7,51.5,315.0,43.6
USW00093193,1977-06,0.05,0.06,79.8,95.1,64.5,315.0,28.9
USW00093193,1977-07,0.0,0.0,81.5,98.2,64.7,270.0,24.2
USW00093193,1977-08,0.0,0.0,80.6,95.7,65.4,315.0,28.9
USW00093193,1977-09,0.0,0.0,74.0,88.8,59.2,315.0,25.3
USW00093193,1977-10,0.01,0.01,66.8,82.4,51.1,315.0,31.1
USW00093193,1977-11,0.25,0.46,54.5,67.1,42.0,315.0,30.0
USW00093193,1977-12,1.1,3.02,51.2,59.7,42.8,135.0,41.4
USW00093193,1978-01,0.98,3.16,51.4,57.9,44.9,135.0,30.0
USW00093193,1978-02,1.3,4.41,52.5,61.0,44.1,135.0,43.6
USW00093193,1978-03,1.08,4.25,60.3,69.7,50.9,225.0,48.3
USW00093193,1978-04,0.81,2.85,58.9,69.5,48.2,315.0,34.4
USW00093193,1978-05,0.0,0.0,69.9,85.6,54.2,315.0,35.6
USW00093193,1978-06,0.0,0.0,76.2,92.4,60.1,315.0,27.5
USW00093193,1978-07,0.0,0.0,82.4,98.8,65.9,315.0,26.4
USW00093193,1978-08,0.0,0.0,81.4,97.1,65.7,315.0,28.9
USW00093193,1978-09,0.92,1.06,72.9,87.5,58.4,315.0,39.1
USW00093193,1978-10,0.0,0.0,69.9,86.3,53.6,315.0,25.3
USW00093193,1978-11,0.64,1.35,52.0,63.8,40.3,315.0,23.0
USW00093193,1978-12,0.26,0.62,42.8,50.9,34.6,315.0,38.0
USW00093193,1979-01,0.67,2.72,47.0,55.0,39.0,180.0,32.2
USW00093193,1979-02,0.65,2.53,51.4,61.7,41.2,315.0,30.0
USW00093193,1979-03,0.42,2.28,57.4,67.0,47.7,315.0,36.7
USW00093193,1979-04,0.07,0.07,62.7,76.0,49.4,315.0,40.3
USW00093193,1979-05,0.06,0.06,71.1,86.8,55.3,315.0,39.1
USW00093193,1979-06,0.0,0.0,77.9,95.1,60.7,270.0,30.0
USW00093193,1979-07,0.08,0.08,82.2,98.2,66.2,315.0,30.0
USW00093193,1979-08,0.0,0.0,79.9,94.4,65.4,315.0,25.3
USW00093193,1979-09,0.0,0.0,79.5,96.0,62.9,315.0,23.0
USW00093193,1979-10,0.24,0.48,67.7,80.7,54.8,315.0,31.1
USW00093193,1979-11,0.53,1.02,53.9,65.7,42.2,45.0,27.5
USW00093193,1979-12,0.37,0.74,46.8,58.5,35.2,135.0,38.0
USW00093193,1980-01,0.96,3.83,49.4,55.9,42.9,135.0,30.0
USW00093193,1980-02,1.57,3.3,53.7,63.4,44.1,90.0,34.4
USW00093193,1980-03,0.8,2.05,53.7,64.7,42.6,315.0,35.6
USW00093193,1980-04,0.24,0.25,61.8,75.1,48.5,315.0,42.5
USW00093193,1980-05,0.17,0.18,67.1,81.1,53.2,315.0,33.3
USW00093193,1980-06,0.0,0.0,73.6,89.3,58.0,315.0,35.6
USW00093193,1980-07,0.01,0.01,83.9,99.6,68.3,315.0,27.5
USW00093193,1980-08,0.0,0.0,80.6,96.7,64.6,315.0,30.0
USW00093193,1980-09,0.0,0.0,75.6,91.7,59.4,315.0,26.4
USW00093193,1980-10,0.03,0.03,68.4,84.6,52.1,315.0,30.0
USW00093193,1980-11,0.14,0.14,54.1,68.3,40.0,315.0,19.5
USW00093193,1980-12,0.38,0.49,46.8,56.1,37.6,315.0,27.5
USW00093193,1981-01,1.03,2.67,47.9,55.9,39.9,135.0,31.1
USW00093193,1981-02,0.5,1.29,52.0,61.2,42.7,315.0,33.3
USW00093193,1981-03,0.75,2.59,54.5,63.9,45.1,315.0,33.3
USW00093193,1981-04,0.52,1.01,63.1,76.4,49.9,315.0,35.6
USW00093193,1981-05,0.0,0.0,70.9,85.7,56.1,315.0,32.2
USW00093193,1981-06,0.0,0.0,82.8,99.1,66.5,315.0,36.7
USW00093193,1981-07,0.0,0.0,84.8,102.3,67.4,315.0,30.0
USW00093193,1981-08,0.0,0.0,82.8,99.5,66.1,315.0,23.0
USW00093193,1981-09,0.0,0.0,76.5,92.2,60.7,315.0,24.2
USW00093193,1981-10,0.49,0.58,61.4,74.7,48.1,270.0,26.4
USW00093193,1981-11,0.33,1.22,55.4,65.0,45.9,90.0,32.2
USW00093193,1981-12,0.25,0.66,47.7,54.5,40.8,315.0,28.9
USW00093193,1982-01,0.99,2.11,41.7,48.9,34.5,315.0,30.0
USW00093193,1982-02,0.23,0.58,50.5,60.6,40.4,315.0,26.4
USW00093193,1982-03,0.85,4.76,51.4,60.3,42.5,315.0,35.6
USW00093193,1982-04,0.57,0.89,58.0,70.4,45.5,315.0,31.1
USW00093193,1982-05,0.0,0.0,69.3,84.7,53.9,315.0,31.1
USW00093193,1982-06,0.19,0.31,72.9,87.0,58.7,315.0,31.1
USW00093193,1982-07,0.0,0.0,81.0,96.7,65.2,315.0,27.5
USW00093193,1982-08,0.0,0.0,80.4,95.5,65.2,315.0,24.2
USW00093193,1982-09,0.85,1.1,72.3,84.7,59.9,315.0,34.4
USW00093193,1982-10,0.77,1.58,65.0,77.6,52.4,315.0,34.4
